1: sp-clause-activity-inc='1.0', sp-clause-decay='1.4', sp-clause-del-heur='2', sp-clause-inversion='1', sp-first-restart='100', sp-learned-clause-sort-heur='0', sp-learned-clauses-inc='1.3', sp-learned-size-factor='0.4', sp-max-res-lit-inc='1.0', sp-max-res-runs='4', sp-orig-clause-sort-heur='0', sp-phase-dec-heur='5', sp-rand-phase-dec-freq='0.001', sp-rand-phase-scaling='1.0', sp-rand-var-dec-freq='0.001', sp-rand-var-dec-scaling='1.0', sp-res-cutoff-cls='8', sp-res-cutoff-lits='400', sp-res-order-heur='0', sp-resolution='1', sp-restart-inc='1.5', sp-update-dec-queue='1', sp-use-pure-literal-rule='1', sp-var-activity-inc='1.0', sp-var-dec-heur='0', sp-variable-decay='1.4'
12: sp-clause-activity-inc='1.2797766556116197', sp-clause-decay='1.6664051174344499', sp-clause-del-heur='1', sp-clause-inversion='0', sp-first-restart='434', sp-learned-clause-sort-heur='15', sp-learned-clauses-inc='1.2719737460296026', sp-learned-size-factor='0.11797992276810707', sp-max-res-lit-inc='1.562335557411764', sp-max-res-runs='1', sp-orig-clause-sort-heur='17', sp-phase-dec-heur='4', sp-rand-phase-dec-freq='0.005', sp-rand-phase-scaling='0.8018569445443706', sp-rand-var-dec-freq='0.01', sp-rand-var-dec-scaling='1.0995813227388083', sp-res-cutoff-cls='2', sp-res-cutoff-lits='831', sp-res-order-heur='10', sp-resolution='1', sp-restart-inc='1.3361091074861655', sp-update-dec-queue='1', sp-use-pure-literal-rule='1', sp-var-activity-inc='1.0725937246789714', sp-var-dec-heur='15', sp-variable-decay='1.4653923567380531'
13: sp-clause-activity-inc='1.0', sp-clause-decay='1.5916673362158655', sp-clause-del-heur='2', sp-clause-inversion='1', sp-first-restart='100', sp-learned-clause-sort-heur='16', sp-learned-clauses-inc='1.3', sp-learned-size-factor='0.21714361773924676', sp-max-res-lit-inc='1.0', sp-max-res-runs='4', sp-orig-clause-sort-heur='0', sp-phase-dec-heur='3', sp-rand-phase-dec-freq='0.001', sp-rand-phase-scaling='1.0', sp-rand-var-dec-freq='0.001', sp-rand-var-dec-scaling='1.0', sp-res-cutoff-cls='8', sp-res-cutoff-lits='400', sp-res-order-heur='0', sp-resolution='0', sp-restart-inc='1.5', sp-update-dec-queue='1', sp-use-pure-literal-rule='1', sp-var-activity-inc='1.0', sp-var-dec-heur='1', sp-variable-decay='1.1333893582499281'
14: sp-clause-activity-inc='0.6483127903914886', sp-clause-decay='1.624367921906888', sp-clause-del-heur='2', sp-clause-inversion='0', sp-first-restart='258', sp-learned-clause-sort-heur='0', sp-learned-clauses-inc='1.2279327438197816', sp-learned-size-factor='0.6878286282334655', sp-max-res-lit-inc='2.2556477575914333', sp-max-res-runs='18', sp-orig-clause-sort-heur='9', sp-phase-dec-heur='5', sp-rand-phase-dec-freq='0', sp-rand-phase-scaling='0.4371126008246943', sp-rand-var-dec-freq='0', sp-rand-var-dec-scaling='0.9635011274984111', sp-res-cutoff-cls='2', sp-res-cutoff-lits='104', sp-res-order-heur='13', sp-resolution='1', sp-restart-inc='1.7137821019798243', sp-update-dec-queue='1', sp-use-pure-literal-rule='1', sp-var-activity-inc='0.5408097592535698', sp-var-dec-heur='10', sp-variable-decay='1.4888045753827905'
15: sp-clause-activity-inc='0.5637677220188688', sp-clause-decay='1.594290388254365', sp-clause-del-heur='1', sp-clause-inversion='1', sp-first-restart='475', sp-learned-clause-sort-heur='19', sp-learned-clauses-inc='1.3175140326670776', sp-learned-size-factor='0.152410437823227', sp-max-res-lit-inc='1.5790225254655341', sp-max-res-runs='1', sp-orig-clause-sort-heur='15', sp-phase-dec-heur='6', sp-rand-phase-dec-freq='0.01', sp-rand-phase-scaling='0.9227543633015991', sp-rand-var-dec-freq='0.001', sp-rand-var-dec-scaling='0.7063181444195121', sp-res-cutoff-cls='2', sp-res-cutoff-lits='397', sp-res-order-heur='3', sp-resolution='0', sp-restart-inc='1.2577748817678567', sp-update-dec-queue='1', sp-use-pure-literal-rule='0', sp-var-activity-inc='1.0955213695865693', sp-var-dec-heur='7', sp-variable-decay='1.0284731561821656'
16: sp-clause-activity-inc='1.288290657680692', sp-clause-decay='1.4982954259677008', sp-clause-del-heur='2', sp-clause-inversion='0', sp-first-restart='69', sp-learned-clause-sort-heur='16', sp-learned-clauses-inc='1.2042893644959047', sp-learned-size-factor='0.9555600951863004', sp-max-res-lit-inc='2.3277735862950304', sp-max-res-runs='3', sp-orig-clause-sort-heur='4', sp-phase-dec-heur='6', sp-rand-phase-dec-freq='0.005', sp-rand-phase-scaling='0.5609739284276343', sp-rand-var-dec-freq='0.005', sp-rand-var-dec-scaling='0.5430098749787983', sp-res-cutoff-cls='4', sp-res-cutoff-lits='228', sp-res-order-heur='16', sp-resolution='1', sp-restart-inc='1.7047185477760731', sp-update-dec-queue='0', sp-use-pure-literal-rule='1', sp-var-activity-inc='1.0399225897804403', sp-var-dec-heur='19', sp-variable-decay='1.033356217339412'
17: sp-clause-activity-inc='0.7049376380374532', sp-clause-decay='1.5997003448188836', sp-clause-del-heur='1', sp-clause-inversion='1', sp-first-restart='33', sp-learned-clause-sort-heur='19', sp-learned-clauses-inc='1.1300293474484941', sp-learned-size-factor='0.11655852821044795', sp-max-res-lit-inc='0.46239483753421745', sp-max-res-runs='1', sp-orig-clause-sort-heur='3', sp-phase-dec-heur='4', sp-rand-phase-dec-freq='0.005', sp-rand-phase-scaling='0.7329058270338165', sp-rand-var-dec-freq='0.05', sp-rand-var-dec-scaling='0.4934108688327636', sp-res-cutoff-cls='12', sp-res-cutoff-lits='135', sp-res-order-heur='17', sp-resolution='0', sp-restart-inc='1.7810470097991895', sp-update-dec-queue='0', sp-use-pure-literal-rule='1', sp-var-activity-inc='1.046733887360352', sp-var-dec-heur='0', sp-variable-decay='1.021412564561335'
18: sp-clause-activity-inc='1.3159472318107295', sp-clause-decay='1.506864574677669', sp-clause-del-heur='0', sp-clause-inversion='0', sp-first-restart='1444', sp-learned-clause-sort-heur='12', sp-learned-clauses-inc='1.2658217192858203', sp-learned-size-factor='0.17910256553618767', sp-max-res-lit-inc='0.29424828906006545', sp-max-res-runs='6', sp-orig-clause-sort-heur='8', sp-phase-dec-heur='0', sp-rand-phase-dec-freq='0', sp-rand-phase-scaling='0.6068011216795626', sp-rand-var-dec-freq='0.0001', sp-rand-var-dec-scaling='0.5898494342292163', sp-res-cutoff-cls='9', sp-res-cutoff-lits='262', sp-res-order-heur='16', sp-resolution='2', sp-restart-inc='1.1203964458457236', sp-update-dec-queue='0', sp-use-pure-literal-rule='1', sp-var-activity-inc='1.293389243892757', sp-var-dec-heur='0', sp-variable-decay='1.5832588893074264'
19: sp-clause-activity-inc='1.0', sp-clause-decay='1.5916673362158655', sp-clause-del-heur='2', sp-clause-inversion='1', sp-first-restart='100', sp-learned-clause-sort-heur='4', sp-learned-clauses-inc='1.3', sp-learned-size-factor='0.21714361773924676', sp-max-res-lit-inc='1.0', sp-max-res-runs='4', sp-orig-clause-sort-heur='5', sp-phase-dec-heur='0', sp-rand-phase-dec-freq='0.001', sp-rand-phase-scaling='1.0', sp-rand-var-dec-freq='0.001', sp-rand-var-dec-scaling='1.0', sp-res-cutoff-cls='8', sp-res-cutoff-lits='400', sp-res-order-heur='0', sp-resolution='0', sp-restart-inc='1.5', sp-update-dec-queue='1', sp-use-pure-literal-rule='1', sp-var-activity-inc='1.0', sp-var-dec-heur='0', sp-variable-decay='1.1333893582499281'
20: sp-clause-activity-inc='1.2356877742675314', sp-clause-decay='1.5932890057767455', sp-clause-del-heur='2', sp-clause-inversion='1', sp-first-restart='87', sp-learned-clause-sort-heur='9', sp-learned-clauses-inc='1.3658998270050189', sp-learned-size-factor='0.1376529113554583', sp-max-res-lit-inc='2.8146633329552597', sp-max-res-runs='2', sp-orig-clause-sort-heur='2', sp-phase-dec-heur='1', sp-rand-phase-dec-freq='0', sp-rand-phase-scaling='1.0820656081446978', sp-rand-var-dec-freq='0.0001', sp-rand-var-dec-scaling='0.9788904925932045', sp-res-cutoff-cls='3', sp-res-cutoff-lits='292', sp-res-order-heur='11', sp-resolution='1', sp-restart-inc='1.5515031066582448', sp-update-dec-queue='1', sp-use-pure-literal-rule='1', sp-var-activity-inc='0.87744363054065', sp-var-dec-heur='0', sp-variable-decay='1.8706404893493271'
21: sp-clause-activity-inc='0.5909779672600799', sp-clause-decay='1.1617185919393465', sp-clause-del-heur='2', sp-clause-inversion='1', sp-first-restart='26', sp-learned-clause-sort-heur='19', sp-learned-clauses-inc='1.3522171302492894', sp-learned-size-factor='0.15573104647169184', sp-max-res-lit-inc='0.5362454801995962', sp-max-res-runs='3', sp-orig-clause-sort-heur='5', sp-phase-dec-heur='0', sp-rand-phase-dec-freq='0.01', sp-rand-phase-scaling='0.44482152687355825', sp-rand-var-dec-freq='0.01', sp-rand-var-dec-scaling='1.0430258429995445', sp-res-cutoff-cls='3', sp-res-cutoff-lits='554', sp-res-order-heur='2', sp-resolution='0', sp-restart-inc='1.2961662423174496', sp-update-dec-queue='0', sp-use-pure-literal-rule='1', sp-var-activity-inc='1.3192855450652228', sp-var-dec-heur='0', sp-variable-decay='1.1823192610086426'
22: sp-clause-activity-inc='1.3273145818708794', sp-clause-decay='1.1475097163869201', sp-clause-del-heur='0', sp-clause-inversion='0', sp-first-restart='144', sp-learned-clause-sort-heur='4', sp-learned-clauses-inc='1.1634259900929116', sp-learned-size-factor='0.15479242099514873', sp-max-res-lit-inc='1.8030639755238278', sp-max-res-runs='5', sp-orig-clause-sort-heur='7', sp-phase-dec-heur='0', sp-rand-phase-dec-freq='0.005', sp-rand-phase-scaling='0.918382728792994', sp-rand-var-dec-freq='0.005', sp-rand-var-dec-scaling='1.0751142521159547', sp-res-cutoff-cls='5', sp-res-cutoff-lits='339', sp-res-order-heur='9', sp-resolution='1', sp-restart-inc='1.333213789001852', sp-update-dec-queue='0', sp-use-pure-literal-rule='0', sp-var-activity-inc='1.203764454858129', sp-var-dec-heur='2', sp-variable-decay='1.0106901446606409'
23: sp-clause-activity-inc='1.383320114140338', sp-clause-decay='1.6301357252248487', sp-clause-del-heur='0', sp-clause-inversion='1', sp-first-restart='538', sp-learned-clause-sort-heur='10', sp-learned-clauses-inc='1.136213732783972', sp-learned-size-factor='0.1506112932527588', sp-max-res-lit-inc='0.44095557110511446', sp-max-res-runs='1', sp-orig-clause-sort-heur='1', sp-phase-dec-heur='0', sp-rand-phase-dec-freq='0', sp-rand-phase-scaling='1.0427274413255232', sp-rand-var-dec-freq='0.05', sp-rand-var-dec-scaling='0.43472625042226065', sp-res-cutoff-cls='6', sp-res-cutoff-lits='147', sp-res-order-heur='3', sp-resolution='2', sp-restart-inc='1.669354309797812', sp-update-dec-queue='1', sp-use-pure-literal-rule='1', sp-var-activity-inc='0.7165238744089445', sp-var-dec-heur='15', sp-variable-decay='1.177040179317704'
24: sp-clause-activity-inc='0.7049376380374532', sp-clause-decay='1.5997003448188836', sp-clause-del-heur='1', sp-clause-inversion='1', sp-first-restart='33', sp-learned-clause-sort-heur='4', sp-learned-clauses-inc='1.177358792259937', sp-learned-size-factor='0.11655852821044795', sp-max-res-lit-inc='0.46239483753421745', sp-max-res-runs='1', sp-orig-clause-sort-heur='7', sp-phase-dec-heur='0', sp-rand-phase-dec-freq='0.005', sp-rand-phase-scaling='0.7329058270338165', sp-rand-var-dec-freq='0.01', sp-rand-var-dec-scaling='0.4934108688327636', sp-res-cutoff-cls='12', sp-res-cutoff-lits='135', sp-res-order-heur='17', sp-resolution='1', sp-restart-inc='1.7810470097991895', sp-update-dec-queue='0', sp-use-pure-literal-rule='1', sp-var-activity-inc='1.046733887360352', sp-var-dec-heur='2', sp-variable-decay='1.021412564561335'
25: sp-clause-activity-inc='1.4382695597134945', sp-clause-decay='1.5210668293268705', sp-clause-del-heur='2', sp-clause-inversion='0', sp-first-restart='475', sp-learned-clause-sort-heur='9', sp-learned-clauses-inc='1.1480312651906128', sp-learned-size-factor='1.3554454625825592', sp-max-res-lit-inc='1.5009991445120172', sp-max-res-runs='19', sp-orig-clause-sort-heur='6', sp-phase-dec-heur='0', sp-rand-phase-dec-freq='0.01', sp-rand-phase-scaling='0.9913715658810336', sp-rand-var-dec-freq='0.001', sp-rand-var-dec-scaling='0.5402282988834023', sp-res-cutoff-cls='2', sp-res-cutoff-lits='1334', sp-res-order-heur='16', sp-resolution='0', sp-restart-inc='1.5273784724390955', sp-update-dec-queue='0', sp-use-pure-literal-rule='1', sp-var-activity-inc='0.9899017686866145', sp-var-dec-heur='3', sp-variable-decay='1.9854641860324207'
